Lake,Year,Author,Station,Depth m,Depth zones,Basin,Latitude,Longitude,Density D. polymorpha ind m-2 ,Density D. r. bugensis ind m-2,Density all Dreissena ind m-2,Biomass D. polymorpha gAFDTW/m2,Biomass D. r. bugensis gAFDTW/m2,Biomass all Dreissena gAFDTW/m2
Erie,2004,Ciborowski et al. in preparation,ECC  185,5,,Central,41.94633,-82.501,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  186,10,,Central,41.94483,-82.49167,105.2,602.8,708.02696,0.159235557,1.2943916,1.453627156
Erie,2004,Ciborowski et al. in preparation,ECC  188,12.6,,Central,41.91683,-82.45883,0,0,0,0,0.008323183,0.008323183
Erie,2004,Ciborowski et al. in preparation,ECC  189,15,,Central,41.57222,-82.46417,0,86.1,86.11128,0,0.167275426,0.167275426
Erie,2004,Ciborowski et al. in preparation,ECC  190,13.8,,Central,41.50056,-82.46611,0,124.4,124.38296,0,0.036468361,0.036468361
Erie,2004,Ciborowski et al. in preparation,ECC  191,2.5,,Central,41.38515,-82.51374,0,0,0,#DIV/0!,#DIV/0!,0
Erie,2004,Ciborowski et al. in preparation,ECC  192,6,,Central,41.38945,-82.51301,0,755.9,755.86568,0,1.243551843,1.243551843
Erie,2004,Ciborowski et al. in preparation,ECC  193,11,,Central,41.42138,-82.50099,0,924.9,924.9018667,0,0.37200562,0.37200562
Erie,2004,Ciborowski et al. in preparation,ECC  198,13.3,,Central,41.63194,-82.56305,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  200,13.3,,Central,41.55361,-82.57416,0,38.3,38.27168,0,0.054603951,0.054603951
Erie,2004,Ciborowski et al. in preparation,ECC  203,10.4,,Central,41.45934,-82.60708,0,306.2,306.17552,0,0.213329225,0.213329225
Erie,2004,Ciborowski et al. in preparation,ECC  209,2,,Central,41.49454,-82.6826,0,57.4,57.40752,0,1.112421472,1.112421472
Erie,2004,Ciborowski et al. in preparation,ECC  210,5.7,,Central,41.49694,-82.67423,0,38.3,38.27168,0,0.069478361,0.069478361
Erie,2004,Ciborowski et al. in preparation,ECC  211,10.9,,Central,41.50878,-82.6334,0,468.8,468.82808,0,0.236864717,0.236864717
Erie,2004,Ciborowski et al. in preparation,ECC  283,5.4,,Central,41.39536,-82.53282,0,0,0,0,7.82E-05,7.82E-05
Erie,2004,Ciborowski et al. in preparation,ECC  194,2.6,,Western,41.94187,-82.5214,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  195,5,,Western,41.94083,-82.52363,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  196,10,,Western,41.9375,-82.52767,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  197,13,,Western,41.85405,-82.56258,19.1,354,373.14904,0.1852163,8.047551833,8.232768134
Erie,2004,Ciborowski et al. in preparation,ECC  199,10.8,,Western,41.80117,-82.568,0,47.7,47.745,0,2.516157387,2.516157387
Erie,2004,Ciborowski et al. in preparation,ECC  201,11,,Western,41.8541,-82.59754,549.4,3909.2,4458.6584,8.114608286,47.09489722,55.2095055
Erie,2004,Ciborowski et al. in preparation,ECC  202,10.7,,Western,41.95122,-82.60497,0,19.1,19.13584,0,0.021891707,0.021891707
Erie,2004,Ciborowski et al. in preparation,ECC  204,8.5,,Western,42.01419,-82.60817,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  205,11,,Western,41.89014,-82.60996,3655,10486.4,14141.41632,36.59094987,92.80456224,129.3955121
Erie,2004,Ciborowski et al. in preparation,ECC  206,9.3,,Western,42.00556,-82.61682,0,146.7,146.7081067,0,0.029552551,0.029552551
Erie,2004,Ciborowski et al. in preparation,ECC  207,2,,Western,41.80483,-82.62883,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  208,5,,Western,41.8055,-82.6175,0,1687,1686.99,0,64.3749256,64.3749256
Erie,2004,Ciborowski et al. in preparation,ECC  212,11.2,,Western,41.89133,-82.64871,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  213,10.3,,Western,41.9826,-82.65188,0,9.6,9.56792,0,0.001516318,0.001516318
Erie,2004,Ciborowski et al. in preparation,ECC  214,10.7,,Western,41.85048,-82.6605,344.4,1521.3,1865.7471,10.26545984,70.89049092,81.15595076
Erie,2004,Ciborowski et al. in preparation,ECC  215,9.3,,Western,41.82917,-82.67265,58.8,333.4,392.28528,1.57534063,5.366768168,6.942108797
Erie,2004,Ciborowski et al. in preparation,ECC  216,10.2,,Western,41.98951,-82.68242,0,38.3,38.27168,0,0.00991304,0.00991304
Erie,2004,Ciborowski et al. in preparation,ECC  217,2.5,,Western,41.73783,-82.68367,734.6,2671.2,3405.81,15.1844147,44.14714595,59.33156065
Erie,2004,Ciborowski et al. in preparation,ECC  218,5,,Western,41.73717,-82.6855,543,4836.3,5379.27,11.05041063,133.637184,144.6875946
Erie,2004,Ciborowski et al. in preparation,ECC  219,5,,Western,42.0272,-82.699,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  220,2,,Western,42.03101,-82.69875,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  221,6,,Western,41.7573,-82.70098,141.6,212.4,354.01456,3.33645953,6.683128582,10.01958811
Erie,2004,Ciborowski et al. in preparation,ECC  222,11.6,,Western,41.68279,-82.72621,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  223,7.8,,Western,41.77045,-82.72618,182.4,1023.2,1205.55992,5.060948351,26.8657739,31.92672226
Erie,2004,Ciborowski et al. in preparation,ECC  224,8.1,,Western,41.58027,-82.73222,0,86.1,86.11128,0,0.615981877,0.615981877
Erie,2004,Ciborowski et al. in preparation,ECC  225,7,,Western,41.58791,-82.74892,38.3,210.5,248.76624,0.388189964,0.365962952,0.754152917
Erie,2004,Ciborowski et al. in preparation,ECC  226,10.5,,Western,41.63859,-82.75612,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  227,11.2,,Western,41.90266,-82.77747,91.4,320,411.42232,0.499149119,0.516806875,1.015955994
Erie,2004,Ciborowski et al. in preparation,ECC  228,11.2,,Western,41.8297,-82.78593,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  229,10.8,,Western,41.93365,-82.79745,9.6,9.6,19.13592,0.022695693,0.006449504,0.029145197
Erie,2004,Ciborowski et al. in preparation,ECC  230,7.5,,Western,41.71147,-82.79992,0,9.6,9.56792,0,0.010572489,0.010572489
Erie,2004,Ciborowski et al. in preparation,ECC  231,10.7,,Western,41.93773,-82.80196,19.1,19.1,38.27176,0.04883477,0.01054771,0.05938248
Erie,2004,Ciborowski et al. in preparation,ECC  232,2,,Western,41.5749,-82.8212,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  233,5,,Western,41.57575,-82.8124,19.1,19.1,38.27184,0.044098713,0.082872365,0.126971078
Erie,2004,Ciborowski et al. in preparation,ECC  235,2,,Western,41.71292,-82.83435,1043.2,1033.1,2076.24128,14.63952295,10.86356066,25.50308361
Erie,2004,Ciborowski et al. in preparation,ECC  236,5,,Western,41.7099,-82.85387,459.3,7118.5,7577.80144,15.97822501,176.5842164,192.5624414
Erie,2004,Ciborowski et al. in preparation,ECC  237,10.5,,Western,41.93405,-82.8451,67,0,66.976,0.126538255,0,0.126538255
Erie,2004,Ciborowski et al. in preparation,ECC  238,2,,Western,41.825,-82.8615,0,15.9,15.915,0,0.132974132,0.132974132
Erie,2004,Ciborowski et al. in preparation,ECC  239,5,,Western,41.82425,-82.86263,1090.9,5402.4,6493.32,19.40336974,57.72990161,77.13327134
Erie,2004,Ciborowski et al. in preparation,ECC  240,10,,Western,41.7057,-82.87266,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  241,11,,Western,41.78308,-82.88253,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  242,11.1,,Western,41.87215,-82.90676,28.7,19.1,47.83984,0.016372136,0.007965822,0.024337957
Erie,2004,Ciborowski et al. in preparation,ECC  243,10.6,,Western,41.75201,-82.91215,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  244,10.8,,Western,41.78407,-82.91797,25.5,6.4,31.89328,0.047945396,0.139835239,0.187780635
Erie,2004,Ciborowski et al. in preparation,ECC  245,5,,Western,41.98067,-82.92837,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  246,2,,Western,41.981,-82.92837,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  247,3.1,,Western,41.52531,-82.95773,0,19.1,19.13584,0,0.672104481,0.672104481
Erie,2004,Ciborowski et al. in preparation,ECC  248,7.8,,Western,41.62458,-82.96515,0,220.1,220.06216,0,0.058959803,0.058959803
Erie,2004,Ciborowski et al. in preparation,ECC  249,10.2,,Western,41.74484,-82.97474,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  250,5.9,,Western,41.59941,-82.97492,0,7577.8,7577.80696,0,7.520055968,7.520055968
Erie,2004,Ciborowski et al. in preparation,ECC  251,8.9,,Western,41.84593,-82.99604,112.1,1457.1,1569.145067,6.189291415,21.60719108,27.7964825
Erie,2004,Ciborowski et al. in preparation,ECC  252,8.8,,Western,41.98953,-82.99677,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  253,2.2,,Western,41.85042,-83.0004,327.6,882,1209.54,2.312750131,8.373049594,10.68579973
Erie,2004,Ciborowski et al. in preparation,ECC  254,4.9,,Western,41.85073,-83.00063,1473.4,2851.3,4324.71448,18.23790734,36.37366202,54.61156936
Erie,2004,Ciborowski et al. in preparation,ECC  255,5.8,,Western,41.57092,-83.00172,0,9.6,9.56792,0,0.000509052,0.000509052
Erie,2004,Ciborowski et al. in preparation,ECC  256,10.1,,Western,41.91283,-83.00754,0,67,66.97544,0,0.021351851,0.021351851
Erie,2004,Ciborowski et al. in preparation,ECC  257,2,,Western,42.0199,-83.00982,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  258,5,,Western,42.01643,-83.01277,0,76.5,76.54336,0,0.014087213,0.014087213
Erie,2004,Ciborowski et al. in preparation,ECC  259,10.2,,Western,41.79789,-83.06218,19.1,28.7,47.83976,0.012899117,0.011438812,0.024337928
Erie,2004,Ciborowski et al. in preparation,ECC  260,9.4,,Western,41.70488,-83.0652,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  261,7.5,,Western,41.69005,-83.10065,1368.8,6132.5,7501.26648,10.05648347,83.66534885,93.72183232
Erie,2004,Ciborowski et al. in preparation,ECC  262,2.3,,Western,41.73647,-83.10477,995.1,2631.2,3626.24168,11.79747317,22.86743591,34.66490908
Erie,2004,Ciborowski et al. in preparation,ECC  263,5,,Western,41.73547,-83.10482,744.6,4269,5013.59352,10.47042785,40.79613891,51.26656676
Erie,2004,Ciborowski et al. in preparation,ECC  264,9.7,,Western,41.80419,-83.1224,57.4,277.5,334.87768,0.145661566,0.105787654,0.25144922
Erie,2004,Ciborowski et al. in preparation,ECC  265,2,,Western,41.61745,-83.12587,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  266,5,,Western,41.64595,-83.1203,200.5,2526.4,2726.85984,4.741225667,55.04514521,59.78637087
Erie,2004,Ciborowski et al. in preparation,ECC  267,9.6,,Western,41.82036,-83.1454,172.2,86.1,258.3356,0.216314768,0.086836587,0.303151354
Erie,2004,Ciborowski et al. in preparation,ECC  268,8.9,,Western,41.76828,-83.15503,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  269,8.9,,Western,41.88685,-83.1716,76.5,0,76.544,0.558366042,0,0.558366042
Erie,2004,Ciborowski et al. in preparation,ECC  270,9,,Western,41.8841,-83.1785,0,57.4,57.40752,0,0.005841653,0.005841653
Erie,2004,Ciborowski et al. in preparation,ECC  271,8.6,,Western,41.77497,-83.18172,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  272,8.2,,Western,41.76136,-83.19818,106.7,1328.5,1435.18904,1.155633009,18.03396241,19.18959542
Erie,2004,Ciborowski et al. in preparation,ECC  273,8.2,,Western,41.92425,-83.20218,507.3,325.2,832.414,5.806583779,1.165338322,6.971922101
Erie,2004,Ciborowski et al. in preparation,ECC  274,8.4,,Western,41.88986,-83.21204,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  275,7.9,,Western,41.88622,-83.25519,0,9.6,9.56792,0,0.001516318,0.001516318
Erie,2004,Ciborowski et al. in preparation,ECC  276,2,,Western,41.9374,-83.2799,229.6,0,229.632,6.899684845,0,6.899684845
Erie,2004,Ciborowski et al. in preparation,ECC  277,5,,Western,41.9327,-83.2839,690.7,773.2,1463.898,12.28781008,20.79352852,33.0813386
Erie,2004,Ciborowski et al. in preparation,ECC  278,6.3,,Western,41.89402,-83.29185,1157.7,1186.4,2344.15008,8.573677476,19.27501307,27.84869055
Erie,2004,Ciborowski et al. in preparation,ECC  279,6.4,,Western,41.86214,-83.30704,6096.6,7681.3,13777.85912,70.11259656,82.26323746,152.375834
Erie,2004,Ciborowski et al. in preparation,ECC  280,4.1,,Western,41.83568,-83.38184,4201.4,1548.9,5750.35576,19.03920777,24.08964078,43.12884855
Erie,2004,Ciborowski et al. in preparation,ECC  281,2,,Western,41.733,-83.4435,2878.8,1063.2,3942.0108,22.70293855,9.179279372,31.88221792
Erie,2004,Ciborowski et al. in preparation,ECC  900,10,,Western,41.729,-82.71833,0,4229,4229.02064,0,115.0576278,115.0576278
Erie,2004,Ciborowski et al. in preparation,ECC  901,10,,Western,41.99995,-82.6997,220.1,143.5,363.5688,0.069,0.021659346,0.090659346
Erie,2004,Ciborowski et al. in preparation,ECC  902,10.1,,Western,41.82392,-82.86492,228,6726.8,6954.855,13.60652352,37.59220994,51.19873346
Erie,2004,Ciborowski et al. in preparation,ECC  904,9.3,,Western,41.85292,-82.99925,72.1,396.7,468.82936,1.167532898,3.571328041,4.738860939
Erie,2004,Ciborowski et al. in preparation,ECC  916,9.5,,Western,41.73275,-82.81333,0,0,0,0,0,0
Erie,2004,Ciborowski et al. in preparation,ECC  917,10,,Western,41.74618,-83.1093,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,FI2,30,0-30,Main,45.49978,-81.94158,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,FI3,46,31-50,Main,45.49958,-82.04627,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,FI4,61,51-90,Main,45.49998,-82.27812,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,FI5,82,51-90,Main,45.50013,-82.33972,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU12,90,51-90,Main,43.88988,-82.05618,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU15,66,51-90,Main,43.99985,-82.35038,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU27,57,51-90,Main,44.19865,-82.50282,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU32,80,51-90,Main,44.45342,-82.34118,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU325,58,51-90,Main,45.8166,-84.38763,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU329,37,31-50,Main,45.91267,-84.3021,28.56,0,28.56,0.1482264,0,0.1482264
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU37,72,51-90,Main,44.76097,-82.7829,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU38,133,>90,Main,44.73988,-82.05972,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU429,33,31-50,Main,45.82412,-84.4368,21.42,0,21.42,0.1111698,0,0.1111698
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU429P,19,0-30,Main,45.82185,-84.43698,342.72,0,342.72,1.7787168,0,1.7787168
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU45,91,>90,Main,45.13672,-82.98432,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU48,112,>90,Main,45.27788,-82.45313,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU53,91,>90,Main,45.45017,-82.91475,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU54,139,>90,Main,45.5165,-83.41587,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU6,51,51-90,Main,43.46617,-82.00033,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU61,116,>90,Main,45.74982,-83.91633,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU9,59,51-90,Main,43.63367,-82.2168,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU93,87,51-90,Main,44.0998,-82.11758,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU95,66,51-90,Main,44.33323,-82.83257,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,HU97,45,31-50,Main,44.91588,-83.16622,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ12,21,0-30,Main,43.26968,-82.42842,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ123,54,51-90,Main,45.89435,-84.16018,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ125,81,51-90,Main,45.8452,-84.19292,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ13,31,31-50,Main,43.2695,-82.34065,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ14,29,0-30,Main,43.2698,-82.20073,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ22,19,0-30,Main,43.50505,-82.50258,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ23,33,31-50,Main,43.50698,-82.45442,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ24,43,31-50,Main,43.51002,-82.3878,0,0,0,0,0,0
Huron,2000,Nalepa T. F. D. L. Fanslow S. A. Pothoven A. J. Foley III G. A. Lang S. C. Mozley and M. W. Winnell.  2007. Abundance and distribution of benthic macroinvertebrate populations in Lake Huron in 1972 and 2000-2003.  NOAA Technical Memorandum GLERL-140.  Great Lakes Environmental Research Laboratory Ann Arbor MI. Appendix 1.,MZ25,52,51-90,Main,43.51967,-82.20417,0,0,0,0,0,0
